-10.25,-2.774
-7.55,1.336
-4.85,-2.612
-2.15,1.304
0.55,-2.59
3.25,1.346
5.95,-2.532
8.65,1.305
11.35,-2.529
14.05,1.312
16.75,-2.536
19.45,1.301
22.15,-2.575
24.85,1.367
27.55,-2.663
30.25,1.369
